text,anger
@Darin_Johnson95 After you drink water you gotta buy that 30 rack you said youd buy ya fucking nigger,1
@marvwon you're a Nigger for this.,1
Nigger mother fucker @IAmSteveHarvey,1
@KemmoneM hey fuck you and your field nigger inferiority complex,1
@chloebyte @Xanyrekt @KINGSA7AN @scpuTheGod You don't do shit on anything you're harmless you stay harmless you pathetic nigger,1
@Slothehh @Weeakuu this is why you're the realest nigger,1
"Watch me crank that nigger boi, and moon man that hoe.  https://t.co/zrrZXo1YFO",1
GEECHI SIN CALLED ME A NIGGER LOL,1
@MLGReilly I'm still static boot me nigger @dabthedonator,1
"why are they dropping nigger in a tweet like that's calm, can someone explain?",1
HAVE A VERY VERY WHITE NIGGER TRASH CHRITMAS. HAPPY HOLIDAYS. AND I REALLY MEAN IT TRULY. BY . AKA THEPEASANTS OF OTTAWA AKA KIM REASBECK,1
"@taylorswift13 @NYRE @RIyanSeacrest I WILL TAKE A LOOK, FROM THE ONE AND ONLY IN ALL OF CANADA. MR. WHITE NIGGER TRASH OF OTTAWA ONTARIO.",1
@LungeloNzima lmao right!!! Shock of my life. Light skinned nigger with beautiful brown eyes...totally not uTata Madiba...,1
"@georgesoros no it depends on keeping the niggers and ragheads out. putting queers back in the closet, and destroying all jews nor in israel",1
"@moon_droid isn't it hilarious, that the niggers have the audacity to claim white people have no culture?",1
fuck yall niggers,1
"one cummie two cummie three cummie four

how many niggers are in my store",1
"@vivalacuntpudle @timelinecleanse @MrBlonde123 @mickyluv7 @e6d8fd7bcb914cc When you say aids, you means niggers?? _?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì_",1
"READ FIRST

Sandra Bland is the casualty of weak niggers who think I'm too outspoken who would?Ê?ÛÓ_ https://t.co/Wkt4Qgntyv",1
@FruhktDuhGoob @CarbonEvents_ niggers are not allowed,1
@brittappeal Niggers,1
@vanesaaaaaa_ FUCK NIGGERS,1
?Ê?ÛÓ?ÛÏ@Cockthot: Being attacked by niggers?Ê?ÛÓå? get attacked some more tho,1
@tamagothic the niggers in love one?,1
One of my niggers asked for four bitches _?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì_ please if you know where to get them from tell me,1
I HATE NIGGERS!!! FUCK MEXICANS!!,1
1. Niggers are delusional monkeys #gobacktoafrica,1
i shouldn't have to define niggers for u racists fucks,1
good job for being niggers in a society amongst a society of black presidents,1
"@MrVasNormandy I hate niggers I hate traitors I hate traitor niggers in space

-Tonfa Moonman Trooper, 2015",1
Told them niggers they done turn me to the old me,1
Sandra Bland is the casualty of weak niggers who think I'm too outspoken who would rather keep their few non... https://t.co/7XRu4n3hM4,1
"NIGGERS LOOK. I WANT TO STUDY LAW. I NEED THIS. IT'S A BIRD, AND AN ATTORNEY. https://t.co/qzuknw4XaR",1
@JoynerLucas boy they sleeping on you niggers about wake up,1
"it's just as great when my grandmother chimes in too. ""oh Alana why do you date niggers when there's plenty of white men out there""",1
@Ryan_Zaleski @AstroFx13PRO I stole them nights from her at her dads yard that's it. You queers want your cams night out paying for #Wannabe,1
"@georgesoros no it depends on keeping the niggers and ragheads out. putting queers back in the closet, and destroying all jews nor in israel",1
"@andrew_nunez @PubTranspoGuru tufts queers don't know anything about boston, huh?",1
One more reason USD is a bunch of Queers _?ã¢å?Ì¤?Ê?ÛÏåÊ_?ã¢å?å© https://t.co/psWacTsRLw,1
@TheVoiceOfPaulR @Drudge_Report_ keep queers out,1
@xiimenaa_a @lillianaelle queers,1
There is no shortage of queers,1
"Queers, Niggas and Slutwifewhores Unite For Trump! End PC! #Trump #Trump2016 #MakeAmericaGreatAgain @WomenForTrump",1
Morning queers,1
"Her old man, He don't like blacks or queers. Yet he's proud we beat the Nazis... How queer",1
I think history has proven me correct about @angryblacklady another lower class black who hates queers. a nigger. @commiegirl1,1
Li is the shit bags . Fi are the fighting queers.,1
@AustynHolland @emmafazekas Queers,1
@slxyun @faiIxre Yeah lol anime is for queers.. Heh heh amirite?,1
"To the guy teaching his young twins what ""faggots"" ""gays,"" and ""queers"" wear, you're making an ass of yourself and you're a piece of shit _?ã¢?Û¢å?_?ã¢å??_",1
"_?ã¢_åµ _?ã¢__ Any Queers in the Theater tonight?
Get em up against the Wall...
That one looks Jewish
And another with Spots!

https://t.co/0FR5tTkXyc",1
"""The Revenant ain't for women, pussies, queers, or the French!"" - Movie reviewers, the fiercest breed of men on Earth.",1
"Tbt Seguin saying nothing but steers and queers in Texas, and I ain't no steer. Oh boy. Gold",1
@DrakeBell I hope you get raped in jail,1
She Was Raped By Her Brother And Got Pregnant At 12. Afte... https://t.co/zPMrBrVWep https://t.co/iEjETanu5D,1
@AmyRoseKathryn @helen1111 but its ok to slaughter them in halal practise? Where to u pinkoes get off on selective condemnation?,1
@SpadesTheKing Alright spic ur dead,1
@Cazzmanian FUCK U SPIC,1
"""No hablo whatever the fuck ur saying spic"" - old lady at italian food market",1
"My 100% Hispanic mother called me a spic, I'm not really sure how she thought that was going to insult me.",1
@brimhall99 @AlexLikens might want to learn a little history about this church.  I lived it.  Friend on Sunday nigger and spic  on Monday!,1
@fadw4ever @jacobsartorius I didn't think what I did was right you dumb spic kill yourself,1
@Yung_Chola @TooRacist Hahahahahahahaha cut my grass spic I can't take the ignorance I'm just gonna be racist take ur family back to Mexico,1
@michaelapeo111 hi you spic spanish,1
"Who's looking forward to registering &amp; claiming exclusive rights to NIGGERÌ_Ìâ, SPICÌ_Ìâ &amp; KIKEÌ_Ìâ #trademarks? And why?
https://t.co/YbZX52LolX",1
"@ImmortalTech can't tell if you're a nig, muslim or a spic. you're the trifecta of shitskins and a washed up has been rapper",1
"@pacojara12 @AroundTheNFL kys you queer fuck, dumb spic looking tom brady cock sucker",1
@VenezuelanVixen kill yourself you stupid spic. Those dudes should have knocked your ass out.,1
FaZe Chubleigh is a spic,1
Spic santa is coming down your chimney with a machete.,1
'Put a bullet in Charles's head' Ginger extremist's plot to kill Prince and sons https://t.co/0nmkdK0r2i via @RoyalReporter,1
Frank is a twitter terrorist. Gotta get him outta here,1
So ur name is also Khan and I'm sure ur a terrorist @sanwarkhan14 @Aghorii2 @HDL_Global,1
Wealthy Arabs spend for women and terrorist not syrian refugees,1
#criminal #Reagan MADE a savage #terrorist war: hundreds of thousands of tortured/mutilated corpses -- https://t.co/8Mnf7uOfzJ @keksec_org,1
"@2fast2igor @cerenkenar @dunya20101 @chaseawinter Hahaha. Not firsg time you Terrorists asshole!!! Everyday, hundrets of lie from you.Siktir",1
thats why ion let females do my nails they dirty white wetback ass always rushing through some shit funny looking ass bitches,1
"You know A Latino with an umbrella in the rain, is still a wetback",1
I think we should be cooking andres on the fact that he is in El Paso and is on the way to Mexico... that boy a wetback,1
Colonel S Richey crapper bassterds wetback #AlexThat You've got to compensate for gravimetric interference before HTG-INU-PRF-1512222008,1
"*focus on English, wetback https://t.co/wL8Zw60iTK",1
@BIGSHOWGIRL @designergirla @realDonaldTrump why don't you swim back to your own country wetback,1
"@CNNAshleigh U can't say ""Shlonged""? BUT U can Say ""Wetback"" Racsist Words on @CNN @cnnbrk WOW, Says a Hell of a lot about CNN!",1
Rip Wetback,1
When ur waitin in line at the store because about 40 #WETBACK #MotherFuckers can't speak English! Yeah! #FUCKINTHAT!!!,1
I might tweet in spanish all day to pull me a little wetback.,1
@wetback_69 to kill u,1
@DjSnickers_ @KingSwavey23 bitch you a wetback too,1
Just one and fucking obama lets in wetbacks musliam why is this not being stop obama has made this country weak https://t.co/EqGfINNDZF,1
@Travis_Cyborg when you're moving weed or wetbacks,1
"#WhiteGenocide wake the fuck up people these fucking barbaric niggers, radical goat fuckers, and wetbacks are taking over your country",1
"Mel Gibson told his ex wife he hope she gets raped by ""a pack of niggers and wetbacks"" she even said he was physically abusive.",1
@THEDANIELLOP23 us wetbacks gotta unite _?ã¢?Û__,1
My mom just told me I fist fought a 40y/o man when I was 6 bc he called my family wetbacks and the guy actually left me unconscious.,1
"#Illegal alien Protesters and Whites who the #Jews paid, Gather Outside Of #Trump Rally In Michigan. #Wetbacks https://t.co/gwA5viu15x",1
@golesdeneymar @WhoTFMarcusIs This nigga gets more and more angry _?ã¢?Û_Ì__?ã¢?Û_Ì_ This is why I don't fuck with wetbacks,1
Lmfao same when wetbacks try to correct how I say mine _?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì_ like no. There's no L &amp; mom didn't forget it _?ã¢?Û_Ì» https://t.co/VLV7srgalQ,1
@JerryBrownGov Your Wetbacks are more of a threat than Weather you Fucking Fool,1
"black people the only race than can call mexicans wetbacks. 
any other race. 
it's funk on sight.",1
NBC News: Southern Border Surge of Illegals 'New Normal' https://t.co/THrFhiZD0Q  Close the Borders &amp; Throw out the Wetbacks,1
"Wetbacks are sold on Kirk Cousins, but remain undecided on his value: https://t.co/AbJXG6xgqP #news #headlines https://t.co/RhUWnOVSgq",1
its funny seeing all these spics and beaners call #SteveHarvey racists names and shit fuck em wetbacks,1
"@KimGOP60 @kmcccomcastnet @SneakyBlackDog You don't need wetbacks to pick fruit and vegetables. Pay Americans, pay them decently.",1
"Don't apologize bruh, fuck them wetbacks!  https://t.co/GzArbhh7Il",1
"-So Columbia is the winner
-Yes... no, wait. Why? 
-Remember what Trump said about wetbacks? 
-But he's not here anymore
-Fuck! Take it back",1
But if we called them wetbacks OHHHHH SHIT https://t.co/7vpos9SZgN,1
"Then people wonder why others call spanish people spicks, wetbacks, etc...",1
I know #Eagles can still win division by winning last 2 weeks. I just don't see it. Wetbacks have their number and are a better team.,1
@Talkmaster ye! just ask these wetbacks that are picking vegies 4 the bucks a day,1
GO HOME WETBACKS https://t.co/8He8T49laq,1
@lizlucky2 @RepGutierrez victims not latin or Hisp now just wetbacks with no Latin support win trump find truth https://t.co/GNicihVuSA,1
@POTUS We can be called Wetbacks and Evert name in the book without any repercussions. It doesn't matter if Donto James told people he owned,1
@GusstaBOT estos wetbacks? _?ã¢?Û___?ã¢?Û___?ã¢?Û__ https://t.co/h7JZK4ftUU,1
"There are too many niggers, jews and wetbacks on twitter hopefully Donald Trump can ban these to.",1
When Anti-Whites get exposed for #WhiteGenocide - they always go FULL RETARD https://t.co/Yj3bQSYiW8 #cruzcrew,1
"@NickDiPaolo whites are the scourge of the earth. If that scene was real life, I know a lone black male citizen would take them all down.",1
OBJ has always been a dirty player. Hate him _?ã¢?Û__  https://t.co/32m15p26hn,1
"LOL @ the person that slid into my Tumblr inbox calling me a nigger as if I gave a fuck. Bitch, you thought _?ã¢Ì»Ìã_?ã¢å?_ #BlackGirlSupremacy ?Ê?ÛÏÌ´",1
"@MaggieMKOC Oh, shit, anti-Semitic pig.  You ARE a teabagger",1
"""wage and tax harmonization"" - new tory belief system.

only a teabagger see's balance where there is none.",1
@Maranatha_Mark @glennbeck @WorldOfStu @PatandStu if I EVER want 2stump a Teabagger I just bring up corp. welfare and into rabbit hole we go,1
You're in luck! We're having an auction in Oakcliff. All niggers 60% off.  https://t.co/zh9aaboGCl,1
I hate all niggers...they all should die.,1
In others words every day muslims pray to kill all niggers  (kafirs) or the polite version= infidel https://t.co/8wcaD5xoNW,1
Lynch all niggers _?ã¢Ìö__?ã¢Ìö__?ã¢Ìö__?ã¢Ìö__?ã¢Ìö__?ã¢Ìö_,1
Yes they do .. all Muslims deserve to die  After all their practice is to kill all niggers (kafirs) non muslims https://t.co/sWdiq3u1pK,1
@oKingIke @lijoshl @NiceGuySkwills @oNakios @ImSxlvation @DaddyFilthy you're all niggers idgi,1
All niggers wanna do is look in my face IDK WHY _?ã¢?Û¢__?ã¢å?_,1
"All niggers, Jews, Americunts, Mexifags, Eurofags, Christ fags and Sandniggers should become An Heroes.",1
love the kkk i say death to all NIGGERS,1
@iceloops123 @Zeredek @Doomskander @Camarouge I am #GamerGate and i agree we should kill all niggers,1
jk kill all niggers,1
@LocksanfitFAB5 @SpeshialKayy it means ignorant but I guess all niggers think they are kings so whatever works for you coon,1
all all niggers,1
"All niggers, Jews, Americunts, Mexifags, Eurofags, Christ fags and Sandniggers should become An Heroes.",1
Mr. Harvey is a living proof that all niggers are annoying. Randy Marsh tells us.,1
@SkyWilliams to kill all niggers,1
@FeministShit She doesn't realize all niggers do is hurt people and steal! (Not serious),1
@hannahhsnow all niggers say it,1
@ImChubb @BradDoesBanter @itsalesa @SkyDoesTweeting @hallsclient @Judster_ @DlSTlLL All niggers,1
"@Jezzerat @Ricky_Vaughn99 @gotknews So it's okay to want white people all die, but when somebody says kill all niggers.",1
Watch y'all niggers STILL deny poor Keisha _?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û_Ì__?ã¢?Û¢__?ã¢å?_ https://t.co/VY98rchstD,1
love the kkk i say death to all NIGGERS,1
@xWhiteMightx I can't really tell cuz all niggers look the same.,1
"All niggers, Jews, Americunts, Mexifags, Eurofags, Christ fags and Sandniggers should become An Heroes.",1
Y'all niggers get a thumbs up and your ego is through the rough now,1
Haven't thrown a All White Party in a long time!!  Excited about this?Ê?ÛÓ_ https://t.co/w8uDtXtg4R,1
@Stairfax COMMIES ALWAYS BLAME FASCISTS BLEGHHHHHHHHHHHHHHHHHHHHHHH,1
@jackfrisenda don't always  blame me you twat,1
"""Trump supporters then sprung into action and beat up Southhall while reportedly calling him a ?Ê?ÛÓ?ÛÏnigger?Ê?ÛÓå? and a ?Ê?ÛÓ?ÛÏmonkey.?Ê?ÛÓå?",1
@fat_pikachu fuck off and die.,1
CHOKE AND DIE https://t.co/1OGp1xsvEE,1
"""just shut up and die forever"" -kate about americans",1
one of these days you people are gonna do this balloon thing and just fall down and die,1
@KCStar He quit everything as many of us have.  The lunatics are running and ruining the country now.,1
He shooting something up _?ã¢?Û_Ì__?ã¢?Û_Ì_ that's a retarded ass white boy lmfao https://t.co/Z7iUHFeCS1,1
Boogie ass white people smh,1
"Ace: Annie, what is Hispanic?
Me: I'm not sure, some lazy ass white guy made it up to generalize hundreds of cultures. Ask him.
Ace: Mmkay",1
Some old ass white man just mad dogged tf out me as I passed by him in slow ass traffic,1
@laurenntoledo fuck you and your fucking rich ass white family I hope broke you a broke down civic w no heater kr a/c,1
agnostics need to be killed. worse than believers or atheists https://t.co/YTZg9syNCG,1
It's kill or be killed _?ã¢?Û__,1
"We were in the violin shop and my uncle called a viola ""the bass fiddle"" and I wanted to rip off my arm and beat him with up #dead",1
"@mmagenius05 but on some real shit you're probably the biggest faggot on Twitter who doesn't train or workout, plain and simple #fanboy",1
why do i turn in to the biggest faggot when ever i listen to vogue,1
Its the biggest faggot of my life's birthday _?ã¢?Û_Ì¦?Êå?_,1
@jacobsartorius you are the biggest faggot I have ever seen.,1
"@staycoolwheels @WBNFeed biggest faggot in boxing,openly ducks opponents by faking injuries,twice Devon and now Chaves,he keeps fighting his",1
I'm an asshole with literally everyone but when it comes to my pets I'm the biggest faggot _?ã¢?Û_å?_?ã¢?Û_?_,1
Luxray is the biggest faggot that xrays fucking play legit cunt and you are terrible.,1
@embersxo seriously the biggest faggot ever,1
Sportstalkjoe is the biggest faggot,1
silk let's be real you've gotta be the biggest faggot weaboo irl @GilliadPellaeon @virtual_imouto @NotGamesIGuess @thumbsupkun,1
You're the biggest faggot on social media,1
"@W1LDGO053 Dude, that guy is the biggest faggot holy shit.",1
@bingfanclub you are the biggest faggot I have ever met what the fuck is this account get a life or make the hockey team,1
@Septic_Badger @SwiftOnEconomie @AndyRichter you are maybe the biggest faggot on twitter,1
The guy with the rolls Royce must be the biggest faggot ever _?ã¢?Û_Ì__?ã¢?Û_å©_?ã¢?Û___?ã¢?Û_å©,1
@cGpenny10 @OBJ_3 Odell is the biggest faggot I know it's all about him and he can't even win with any class,1
I hope everyone know Dane healis is the biggest faggot ever! I don't follow him but i hope he sees this,1
@stephen_soviar biggest faggot i have worked with.,1
"Fero is the biggest faggot in this community, I swear.",1
Anyone who says they respect the police is the biggest faggot pussy I know,1
@Theepan36 how could I forget you? Biggest faggot I know _?ã¢?Û_Ì_,1
@thegreatsushi Jarvis and the biggest faggot in the league,1
"hbd to the biggest faggot I know, congrats on the L _?ã¢_åÇ_?ã¢å??_ https://t.co/fgACizYSqB",1
"@UnitedgamerzHQ Roses are red, the grass is green, you're the biggest faggot I've ever seen.",1
I was so honored to award Steven biggest faggot in Brownsville the other day over the phone; I think I really made his day. :),1
You are the biggest faggot I have ever seen,1
@JsQuad_family biggest faggot of the internet 420 blaze is flyy from YouTube please say in stream,1
@DauJustin is the biggest faggot I know,1
@L7Wisee you are literally the biggest faggot ive ever seen recruiting people then kickin the nigga for his disability. literally go kys,1
I blame the gay jews! #cruz he just blames der gays https://t.co/sdRBa1a728,1
Scored 30+ in 6 straight games. Typical Patriots hater. Chink eyed fuck.  https://t.co/YGoRP0K4KJ,1
"Herro, it's lulu the chink-eyed elf with Santa visiting the NICU?Ê?ÛÓ_ https://t.co/InhukpyljP",1
Proper chink eyed this morning,1
"Zemzo you are ugly asf you light skinned, chink eyed, lil dicked ugly bitch Kys @IZemzo @Zevray @Zeroxyy @aV_Workify @Goblin_tF",1
Stfu u chink eyed pig,1
"wide eyed n shit, my medicine makes me feel like I go all chink eyed. So I held my eyes like this for 5 minutes lol. https://t.co/h0AidO9A5q",1
Messy hair and chink eyed_?ã¢?Û_åÊ https://t.co/xVDbgM797U,1
@fuckbigred I'm lookin at that tweet chink eyed af like what is life.,1
@Drewtheboi @Burrsted shut yo chink eyed ass up,1
"@CoveGuardians Japan is so sick. Chink Eyed Zombies. Fuck you. #tweet4taiji  
@AbeShinzo you are the biggest Loser ever.",1
@_CrystalSeth47 @Jedi_Sager chink eyed trying to navigate in a Backwood blizzard,1
@Jaydriana_ chink eyed problems,1
Cloud 9 so chink eyed mannn,1
@faithh_dunlapp ignore chink eyed bitches that are obviously jealous and intimidated _?ã¢?Û___?ã¢?Û__,1
"Those who want US Military out of PH shd start arming selves and fight the chinks in Spratlys and Mischief. 

You can't, your balls r fried.",1
The chinks in the mall great at repair _?ã¢?Û¢?Û÷,1
Was about to torrent Football Manager but then I realised Square tried and fucked it up and ended up with a squad of chinks in tallaght,1
"@IamAkademiks this is some coon shit, Wack _?ã¢?Û¢__?ã¢å?__?ã¢?Û¢__?ã¢å?__?ã¢?Û¢__?ã¢å?_",1
..stop allat coon shit,1
stop all that coon shit,1
"Stop all that coon shit early morning cartoon shit, this is that goon shit",1
@MercedezUAZ @Acquired_Taste ya boy is on some coon shit lmao,1
like they really put this coon shit on tv tryna convince me cardi b a star man fomf,1
This is that coon shit I don't endorse  https://t.co/e8nK5CyhZn,1
Stop with that coon shit,1
"Think About It, The Chain Allegedly Worth 50K. After They Spend All That Up On Silly Coon Shit, They Back To Bein BROKE.",1
@330b24bf8551424 give a damn about slavery and a bunch of more coon shit. Now he see he isn't as far removed as he thought.,1
That's straight up coon shit!!!!! https://t.co/1elc7XZpI8,1
Stop all that coon shit,1
LMAO JUST DID SOME COON SHIT WITH MY UNCLE,1
Steve Harvey did some coon shit I know he did,1
wonder what type of off the wall coon shit Steve Harvey was saying tonight,1
@_muffingod stop all that coon shit,1
Coon shit!,1
@nasty6man1 yea i've seen some real fucked up dune coon shit,1
@ManitowocPolice you guys are #1 in corruption! Ruining innocent people?Ê?ÛÓÌös lives so you can cover your own weasel tracks #MakingAMurderer,1
Cuffin these bitches yu niggas is cops _?ã¢?Û¢Ìâ_?ã¢ÌöÌã#Offset,1
2016 nigga's should start cuffin these women &amp; women should start being down for them _?ã¢Ì»__?ã¢?Û?å?_?ã¢Ì»ÌÛ,1
"These niggas be cuffin these hoes that be flip floppin but not the ones that been down for them since day one, okaay?_?ã¢?Û_Ì__?ã¢?Û_Ì_",1
"@BrandonDeCae when you don understand german, and think this is porn! ... BRAINLESS AND DUMB MONKEY MEXICAN _?ã¢å?Ì»_?ã¢å?Ì»_?ã¢å?Ì»",1
"@BenTrawls @realDonaldTrump shut up you dumb monkey fucking nigger, you caused AIDS.",1
"@IAmSteveHarvey Answering something wrong in a quiz, thats a mistake. Read wrong a simple word when you had plenty of time, not. Dumb Monkey",1
"@TheMeleeSniper its called ""stop"" u dumb monkey",1
@Thenextking83 no it doesn't? You're ad because our genes provide us with better opportunities and more intelligent minds dumb monkey.,1
Nobody pisses me the fuuuuuck off like Jacobs ole dumb monkey head ass. _?ã¢?Û?Ì©_?ã¢?Û_å?,1
Dumb Monkey President Continues Military Agitations Against China https://t.co/lIGRvYLPE5,1
Holy shit you're one dumb monkey fucker. &gt;&gt;&gt;@madscape @CharlieStutes,1
I laughed. You always coming after YA DUMB MONKEY ASS BITCH GOT ONE MORE FUCKING TIME TO CALL ME OUT MY NAME  https://t.co/Tw42GmMnyf,1
@dafneeecx dumb monkey,1
Keep smiling dumb monkey. This does no representation to the loudness of the bangs. Making whole flat shake. https://t.co/A1drnJzp0W,1
Dumb monkey,1
@KSIOlajidebt dumb nigger,1
@ForbeRR_ irony dumb nigger baby,1
y'all need to chill about the mistake Steve Harvey made. Calling that man a dumb nigger is uncalled for honestly fuck that pageant,1
@MalaclypseLoL Shut the fuck up you dumb nigger,1
@stupidildo @reonev ur a dumb nigger. u never blocked me dumb kyke. ur an irrelevant e girl,1
@FaZe_Rain @Banks fuck up dumb nigger,1
"Everybody worrying about #MissUniverse and how Steve Harvey is a ""dumb nigger"", but not worrying about what happened to #SandraBland",1
@fadw4ever @jacobsartorius no one asked you to reply you dumb nigger,1
@MD_Swayyy @GixohsBill @DollerDxbw @jvwzy @Chemzstry @osaviix @EtoWbu get cancer you dumb nigger,1
@apurposefulwife @KxngTUHT @systmbraika @ThePhlashGordon @contrariancont dumb nigger never hear of The Roman Empire _?ã¢?Û_Ì_ thick as pig shit _?ã¢å?ÌÊ,1
dumb nigger boy,1
@Torgzy7F get olws dumb nigger,1
"@Hansiest, you're a better reader/writer? End your racist slurs (calling @IAmSteveHarvey a ""dumb nigger"") with a period/exclamation point!",1
"Whitey: ""Nigger, Nigger,Dumb Nigger""
Me: ""I actually graduated from high school two years early with a 4.0 gpa""
Whitey: ""...ya Dumb niggers""",1
@The1AndOnlyRON dumb nigger,1
Got no friend let me try something else GO LOOK AT BUILDINGS DUMB NIGGER,1
@nick_mangene Chris Rock is a dumb nigger.,1
@weebeedis your probably a red neck uneducated micro penis idiot. You're getting schooled by a dumb nigger. I can see our difference now.,1
@Nashedit_101 @betmyljfe you two are fucking retarded and you both should commit suicide you dumb nigger fucks,1
@MormonPlaysCSGO @ConquestGG @goRGNtv dumb nigger 2016,1
@TLinds13 dumb nigger,1
Dumb nigger,1
"Im so good,the lolcows come to defend that dumb nigger cause he likes your shitty mass produced music?.",1
@greta @FoxNews another dumb nigger,1
@SwagKingCobra @Youngg_Goddd you probably don't even have 100 smackers gtfo you're trash you dumb nigger,1
youre a dumb nigger https://t.co/IZb5BSNFeq,1
dumb nigger boy,1
@PrisonPlanet @amentilone just another dumb nigger,1
@xxxxxxxxxxxEvan u dumb nigger u,1
@BOSS32394 @ricky5dours dumb nigger,1
"@IAmSteveHarvey go the fuck back to Africa, ya dumb nigger. We don't want you In our country.",1
So  @Hansiest is one of many that called #SteveHarvey a Dumb Nigger but this guy happens to be a senior director at #spotify ???,1
"@kaetzchenlouis words fag and dyke and the like thrown around like they're harmless? Because they're not, they're the complete opposite",1
@UkzFinestModdar you're a fag and you get no views skid get out of here,1
@DJAnnaWall you still in the debt collection business? I gave a mate a fag and he won't return the favour!,1
@endthisin2016 im a fag and i think this tweet is fucking gay and stupid ill say whatever tf i want,1
He still a fag and retarded https://t.co/WazFK84YmM,1
Wham! Club Tropicana in a winter wonderland?! Having a fag and mulled cider! Typically british! ?Û___Ì_ https://t.co/4MaD6Sfbdc,1
stop spreading misinformation just cause ur a fag and cant reproduce https://t.co/I4979dQ9gU,1
@JustForBooker_ called that man a fag and everything lmao,1
@DanLeBatardShow You yourself are a fag and a Diva!! You Fuckin spineless pussy ass bitch!! Go jump off a bridge you piece of garbage!!!,1
I've said way worse to people on the basketball court than you a fag and I'll end your career,1
So basically Josh Norman and another panthers player called OBJ a fag and said they were going to blow his knee out,1
i hear dementia fag and his views. and its totally fucking retarded,1
been sat in this seat for 3 hours debating whether to roll a fag and brave the weather outside,1
this is dementia fags city. he got a whole bunch of cocks hes sucking. nothing but dementia fag and cocks hes sucking,1
"@NotOne2bPC @LeahRBoss @CaliforniaRomeo 
This dude looks like a total fag, and I'm sure even gays would agree. https://t.co/m1jT4N1LcT",1
@pattyrips27 he's a fag and i don't fuck with that fufu lame shit. AIDS ass,1
@gabeeb3 you're a fag... But I won't say it to you're face causeeee Twitter is more productive,1
@_kamouflage lol yea he a fag but the song bumps,1
@RalloEdits haha I'm the fag but you got KDs dick all up in your mouth man lol dismiss myself from what nigga,1
@SimonNight @Flatland_USA there's also a fag but you can give his story a reactionary interpretation easily.,1
"@caprisunpai @acestarthe3rd @eatos1999 @shit_tier_fag But Either way, Ace hasn't tweeted a single damn thing. He just died and quit xD",1
I'd be heated if I didn't like anime and was losing to an anime fag but my PMR isn't doing too hot https://t.co/Qqv6StjQGz,1
@imoncraigslist I would say fag but that's not an insult to you,1
"Absolute faggot and Russian shill Sardo, tries to remain relevant by white knighting Nina, never change mate  https://t.co/RnvALXWvAc",1
@fruituhsaur Because YOU'RE A FAGGOT and a squaker...,1
"Read this comment, and sign the petition. The da is a sneaky little faggot and deserves the same thin... https://t.co/90yr36jKSk via Change",1
@angelo_faiella when someone is yelling faggot and saying he is going to end your career was more the problem than the bat,1
@olyjcook Madden call him a faggot and thats what set Laettner off. When the fans got word of it thats when they started chanting,1
@Baul_Posch no he was bugging bc a bunch of dudes with bats called him a faggot and said im gonna end your career,1
Still on this if you see this you a faggot and a h** go back to 1st grade_?ã¢åÇ__?ã¢?Û¢?ÛÒ_?ã¢_åÇ_?ã¢å??__?ã¢___?ã¢å??__?ã¢_?Û__?ã¢å?__?ã¢_?ÛÒ_?ã¢_Ì»_?ã¢_åÇ_?ã¢ÌöÌÏ Via- @Loyal_Espinxsa AGAIN,1
"@KaptiveGaming watched elf today, and when it got to him standing at a bridge I said ""jump faggot"" and got kicked out _?ã¢?Û_åÇ",1
Must be a great Tf2 player. Call him a faggot and say Counter Strike is better. They hate that https://t.co/rP6vTP2hQB,1
@DJMoneyBags12 @Ricky_Vaughn99 They know he's a faggot and prefers the company of Whites. But SKIN COLOR is all that matters to them.,1
"Seriously Viva did you just censor Fairytale of New York because of the words Slut, Faggot and Arse? - haha!",1
"@bitterclingy No, I blocked you because I requested nicely that you stop acting like a faggot, and you refused. Piss.",1
You a faggot and ya ol lady a magget,1
@GrahamGano you're a faggot and so you is your son,1
@bossed456 u are in a freshman math faggot and plus ur a junior smh._?ã¢?Û_Ì__?ã¢?Û_?Û__?ã¢?Û_?Û_ please boii _?ã¢å?å?_?ã¢å??Û¢,1
I wonder if Lilli Moore Coffin that faggot and Cory Stubbs @WanderinPoet think their #SSDIFraud will continue in 2016 @TheSSAOIG,1
"Shout out to the guys who called me a ""fucking faggot"" and to ""go bum my boyfriend"" and then head butted me because he thought I was gay.",1
"Lmao I knew Josh Norman was calling that nigga Odell a faggot and shit, cus Odell showed his real diva side",1
Hip-Hop goes deeper than those faggot ass trends,1
"@ConnorGOATCook u tell me to explain about Cook, yet ur faggot ass hates on Kareem and Jabrill but can't give ANY analysis.",1
@Moon115__ Faggot ass faggot lol,1
Faggot ass niggas  https://t.co/Eae0bWsxnA,1
Get to see my brudda faggot ass saturday?Ê?Û__å«Ìªå?_?ã¢?Û_Ìã. Jk,1
.@rkelly you're a faggot ass rapist motherfucker and i'll literally end you,1
Ain't nothing bitter bout me you dick riding bitch ass nigga. You mad cause I exposed your faggot ass.  https://t.co/2e7k8apDVu,1
